0.000000E0	-1.524064E-1	6.447964E-1
3.333333E-2	-1.524064E-1	6.330728E-1
6.666667E-2	-1.524064E-1	6.330728E-1
1.000000E-1	-1.406828E-1	6.330728E-1
1.333333E-1	-1.289593E-1	6.213492E-1
1.666667E-1	-1.289593E-1	6.213492E-1
2.000000E-1	-1.289593E-1	6.096257E-1
2.333333E-1	-1.524064E-1	6.096257E-1
2.666667E-1	-1.524064E-1	6.213492E-1
3.000000E-1	-1.641300E-1	5.979021E-1
3.333333E-1	-1.875771E-1	6.096257E-1
3.666667E-1	-1.758536E-1	6.096257E-1
4.000000E-1	-1.758536E-1	5.392842E-1
4.333333E-1	-1.758536E-1	5.158371E-1
4.666667E-1	-1.993007E-1	5.275607E-1
5.000000E-1	-1.875771E-1	5.392842E-1
5.333333E-1	-2.110243E-1	5.158371E-1
5.666667E-1	-2.110243E-1	4.923900E-1
6.000000E-1	-2.110243E-1	4.923900E-1
6.333333E-1	-2.110243E-1	4.454957E-1
6.666667E-1	-2.227478E-1	4.220485E-1
7.000000E-1	-2.696421E-1	5.392842E-1
7.333333E-1	-3.282600E-1	7.737557E-1
7.666667E-1	-3.868778E-1	8.440971E-1
8.000000E-1	-4.220485E-1	1.019951E0
8.333333E-1	-4.806664E-1	1.160633E0
8.666667E-1	-5.275607E-1	1.242698E0
9.000000E-1	-6.213492E-1	1.359934E0
9.333333E-1	-6.916907E-1	1.359934E0
9.666667E-1	-7.854792E-1	1.289593E0
1.000000E0	-8.323735E-1	1.195804E0
1.033333E0	-8.792678E-1	1.043398E0
1.066667E0	-8.792678E-1	9.144385E-1
1.100000E0	-8.675442E-1	7.854792E-1
1.133333E0	-8.558206E-1	6.799671E-1
1.166667E0	-9.027149E-1	6.213492E-1
1.200000E0	-9.378856E-1	5.392842E-1
1.233333E0	-1.043398E0	5.158371E-1
1.266667E0	-1.078568E0	4.806664E-1
1.300000E0	-1.090292E0	4.454957E-1
1.333333E0	-1.137186E0	4.220485E-1
1.366667E0	-1.137186E0	4.220485E-1
1.400000E0	-1.148910E0	4.572193E-1
1.433333E0	-1.148910E0	4.572193E-1
1.466667E0	-1.148910E0	4.454957E-1
1.500000E0	-1.160633E0	4.454957E-1
1.533333E0	-1.160633E0	4.454957E-1
1.566667E0	-1.172357E0	4.337721E-1
1.600000E0	-1.184081E0	4.572193E-1
1.633333E0	-1.184081E0	4.806664E-1
1.666667E0	-1.172357E0	5.158371E-1
1.700000E0	-1.219251E0	5.392842E-1
1.733333E0	-1.219251E0	5.392842E-1
