0.000000E0	1.172357E-2	1.289593E0
3.333333E-2	7.034142E-2	1.289593E0
6.666667E-2	3.517071E-2	1.301316E0
1.000000E-1	7.034142E-2	1.301316E0
1.333333E-1	7.034142E-2	1.277869E0
1.666667E-1	7.034142E-2	1.277869E0
2.000000E-1	5.861785E-2	1.277869E0
2.333333E-1	8.206499E-2	1.289593E0
2.666667E-1	8.206499E-2	1.301316E0
3.000000E-1	7.034142E-2	1.301316E0
3.333333E-1	5.861785E-2	1.301316E0
3.666667E-1	5.861785E-2	1.277869E0
4.000000E-1	5.861785E-2	1.301316E0
4.333333E-1	7.034142E-2	1.277869E0
4.666667E-1	5.861785E-2	1.289593E0
5.000000E-1	5.861785E-2	1.301316E0
5.333333E-1	3.517071E-2	1.359934E0
5.666667E-1	5.861785E-2	1.277869E0
6.000000E-1	5.861785E-2	1.266146E0
6.333333E-1	5.861785E-2	1.266146E0
6.666667E-1	3.517071E-2	1.207528E0
7.000000E-1	2.344714E-2	1.113739E0
7.333333E-1	-1.172357E-2	1.113739E0
7.666667E-1	-3.517071E-2	1.148910E0
8.000000E-1	-8.206499E-2	1.148910E0
8.333333E-1	-1.289593E-1	1.172357E0
8.666667E-1	-1.641300E-1	1.254422E0
9.000000E-1	-1.993007E-1	1.348211E0
9.333333E-1	-2.579186E-1	1.465446E0
9.666667E-1	-2.930893E-1	1.488893E0
1.000000E0	-3.399835E-1	1.524064E0
1.033333E0	-3.868778E-1	1.512341E0
1.066667E0	-4.454957E-1	1.524064E0
1.100000E0	-4.923900E-1	1.512341E0
1.133333E0	-5.744550E-1	1.441999E0
1.166667E0	-6.330728E-1	1.324763E0
1.200000E0	-6.682435E-1	1.277869E0
1.233333E0	-7.151378E-1	1.230975E0
1.266667E0	-7.385849E-1	1.160633E0
1.300000E0	-7.503085E-1	1.184081E0
1.333333E0	-7.737557E-1	1.184081E0
1.366667E0	-7.972028E-1	1.207528E0
1.400000E0	-8.089264E-1	1.195804E0
1.433333E0	-8.206499E-1	1.195804E0
1.466667E0	-8.206499E-1	1.184081E0
1.500000E0	-8.089264E-1	1.184081E0
1.533333E0	-7.972028E-1	1.172357E0
1.566667E0	-8.323735E-1	1.160633E0
1.600000E0	-8.206499E-1	1.148910E0
1.633333E0	-8.206499E-1	1.137186E0
1.666667E0	-8.206499E-1	1.148910E0
1.700000E0	-8.089264E-1	1.160633E0
1.733333E0	-8.206499E-1	1.148910E0
