0.000000E0	-8.440506E-2	4.823146E-2
3.333333E-2	-9.646293E-2	4.823146E-2
6.666667E-2	-4.823146E-2	4.823146E-2
1.000000E-1	-7.234720E-2	6.028933E-2
1.333333E-1	-6.028933E-2	1.205787E-2
1.666667E-1	-1.205787E-1	7.234720E-2
2.000000E-1	-1.205787E-1	6.028933E-2
2.333333E-1	-1.085208E-1	1.205787E-1
2.666667E-1	-1.446944E-1	2.049837E-1
3.000000E-1	-1.688101E-1	3.858517E-1
3.333333E-1	-2.290995E-1	4.702568E-1
3.666667E-1	-2.773309E-1	5.546618E-1
4.000000E-1	-3.014466E-1	5.667197E-1
4.333333E-1	-3.255624E-1	5.667197E-1
4.666667E-1	-3.737938E-1	5.426040E-1
5.000000E-1	-4.461410E-1	3.858517E-1
5.333333E-1	-5.546618E-1	2.049837E-1
5.666667E-1	-5.546618E-1	1.085208E-1
6.000000E-1	-5.546618E-1	8.440506E-2
6.333333E-1	-5.546618E-1	6.028933E-2
6.666667E-1	-5.546618E-1	6.028933E-2
7.000000E-1	-5.546618E-1	6.028933E-2
7.333333E-1	-5.667197E-1	4.823146E-2
7.666667E-1	-5.667197E-1	4.823146E-2
8.000000E-1	-5.787776E-1	4.823146E-2
8.333333E-1	-5.667197E-1	6.028933E-2
8.666667E-1	-5.546618E-1	6.028933E-2
9.000000E-1	-5.908354E-1	3.617360E-2
9.333333E-1	-5.787776E-1	1.205787E-2
9.666667E-1	-5.667197E-1	2.411573E-2
1.000000E0	-5.908354E-1	2.411573E-2
1.033333E0	-5.667197E-1	4.823146E-2
1.066667E0	-6.028933E-1	6.028933E-2
1.100000E0	-5.546618E-1	3.617360E-2
1.133333E0	-5.787776E-1	4.823146E-2
1.166667E0	-5.667197E-1	4.823146E-2
1.200000E0	-5.787776E-1	4.823146E-2
1.233333E0	-5.667197E-1	4.823146E-2
