0.000000E0	2.735230E-1	5.165305E-1
3.333280E-2	2.735230E-1	4.954547E-1
6.666640E-2	2.735230E-1	4.849167E-1
1.000000E-1	2.629850E-1	4.954547E-1
1.333328E-1	2.524471E-1	5.165305E-1
1.666664E-1	2.524471E-1	4.849167E-1
2.000000E-1	2.524471E-1	5.059926E-1
2.333328E-1	2.524471E-1	5.059926E-1
2.666664E-1	2.524471E-1	5.165305E-1
3.000000E-1	2.524471E-1	5.165305E-1
3.333328E-1	2.524471E-1	5.165305E-1
3.666664E-1	2.524471E-1	5.165305E-1
4.000000E-1	2.524471E-1	5.165305E-1
4.333328E-1	2.524471E-1	5.165305E-1
4.666664E-1	2.313712E-1	5.165305E-1
5.000000E-1	2.419092E-1	5.481443E-1
5.333328E-1	2.419092E-1	5.376064E-1
5.666664E-1	2.313712E-1	5.376064E-1
6.000000E-1	2.313712E-1	5.165305E-1
6.333328E-1	2.629850E-1	4.638408E-1
6.666664E-1	2.524471E-1	4.638408E-1
7.000000E-1	2.419092E-1	4.743788E-1
7.333328E-1	2.419092E-1	4.533029E-1
7.666664E-1	2.419092E-1	4.849167E-1
8.000000E-1	2.419092E-1	5.270685E-1
8.333328E-1	2.313712E-1	6.113720E-1
8.666664E-1	2.102953E-1	7.167513E-1
9.000000E-1	1.997574E-1	8.010548E-1
9.333328E-1	1.997574E-1	8.432066E-1
9.666664E-1	2.208333E-1	8.642824E-1
1.000000E0	2.419092E-1	8.958963E-1
1.033333E0	2.629850E-1	8.326686E-1
1.066666E0	2.629850E-1	8.326686E-1
1.100000E0	2.840609E-1	7.378272E-1
1.133333E0	2.735230E-1	6.219099E-1
1.166666E0	2.840609E-1	5.059926E-1
1.200000E0	3.051368E-1	4.533029E-1
1.233333E0	3.051368E-1	4.533029E-1
1.266666E0	3.156747E-1	4.322270E-1
1.300000E0	3.156747E-1	4.427650E-1
1.333333E0	2.840609E-1	4.849167E-1
1.366666E0	2.524471E-1	5.270685E-1
1.400000E0	2.524471E-1	5.376064E-1
1.433333E0	2.735230E-1	5.481443E-1
1.466666E0	2.840609E-1	5.692202E-1
1.500000E0	2.735230E-1	5.376064E-1
1.533333E0	2.419092E-1	5.376064E-1
1.566666E0	2.313712E-1	5.481443E-1
1.600000E0	2.313712E-1	5.376064E-1
1.633333E0	2.313712E-1	5.165305E-1
1.666666E0	2.419092E-1	5.376064E-1
1.700000E0	2.524471E-1	5.481443E-1
1.733333E0	2.524471E-1	5.586823E-1
